59.166.0.4,21849,149.171.126.5,6881,tcp,FIN,0.018364,1540,1644,31,29,4,4,-,629056.875,676541.0625,16,18,255,255,2600325100,2600615677,96,91,0,0,73.15873,2.185392,1424261740,1424261740,1.203933,1.053353,0.000582,0.000454,0.000128,0,0,,, ,6,7,7,7,4,1,4,,0
59.166.0.4,23682,149.171.126.5,6881,tcp,FIN,0.018345,1540,1644,31,29,4,4,-,629708.375,677241.75,16,18,255,255,2600326917,2601689500,96,91,0,0,73.314258,2.042146,1424261740,1424261740,1.202267,1.050882,0.00073,0.000476,0.000254,0,0,,, ,6,7,7,7,4,1,4,,0
59.166.0.5,12943,149.171.126.5,111,udp,CON,0.287315,568,320,31,29,0,0,-,11861.54492,6682.560547,4,4,0,0,0,0,142,80,0,0,128.233578,128.193742,1424261740,1424261740,90.681336,90.648664,0,0,0,0,0,,, ,4,7,7,5,1,1,2,,0
59.166.0.5,60386,149.171.126.6,6881,tcp,FIN,0.071899,4172,117444,31,29,8,45,-,456974.375,12946717,64,108,255,255,2720322204,574735381,65,1087,0,0,64.619475,43.307875,1424261740,1424261740,1.154581,0.667234,0.000626,0.000503,0.000123,0,0,,, ,4,3,2,5,2,1,2,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,0.000004,264,0,60,0,0,0,dns,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424261740,1424261740,0.004,0,0,0,0,0,0,,, ,15,15,15,15,15,15,15,,0
175.45.176.1,13954,149.171.126.16,143,tcp,FIN,5.443017,1704,129470,62,252,6,54,-,2431.004639,188623.3281,34,114,255,255,2670746372,3751672475,50,1136,0,0,11506.08061,6502.594313,1424261735,1424261740,164.939909,47.324966,0.182383,0.076256,0.106127,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,43068,149.171.126.10,80,tcp,FIN,0.494674,818,1142,62,252,2,2,http,11918.96094,16172.2666,10,8,255,255,2062097458,1155420838,82,143,1,169,2807.671856,68.9925,1424261739,1424261740,54.963778,51.217855,0.12824,0.067333,0.060907,0,1,1,, ,2,3,1,1,1,1,2,Analysis,1
175.45.176.0,51251,149.171.126.11,111,tcp,FIN,0.88222,564,354,254,252,2,1,-,4606.561035,2811.090332,10,8,255,255,2318143151,2763706074,56,44,0,0,7250.497739,178.757109,1424261739,1424261740,97.935,121.82557,0.119239,0.029432,0.089807,0,1,,, ,1,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.2,6031,149.171.126.10,49867,tcp,FIN,1.046609,364,854,62,252,1,2,ftp-data,2438.35083,5717.512207,8,8,255,255,2231267325,2946650129,46,107,0,0,8472.891611,207.167172,1424261740,1424261741,149.506567,131.478281,0.21275,0.126252,0.086498,0,1,,, ,1,1,3,2,1,1,2,Exploits,1
175.45.176.3,46713,149.171.126.10,80,tcp,FIN,0.884813,818,1050,62,252,2,2,http,6663.554688,8309.100586,10,8,255,255,2525944257,4115151879,82,131,1,123,4863.987079,139.898031,1424261740,1424261741,98.312556,97.953289,0.163074,0.103703,0.059371,0,1,1,, ,2,3,3,1,1,1,2,Analysis,1
175.45.176.2,12182,149.171.126.10,21,tcp,FIN,3.050155,1228,1626,62,252,7,9,ftp,3087.056396,4073.23584,24,22,255,255,3357128341,31588920,51,74,0,0,6830.395282,213.649828,1424261738,1424261741,132.615428,143.117,0.142175,0.043768,0.098407,0,1,,1,1,1,1,3,2,1,1,2,Exploits,1
59.166.0.0,4099,149.171.126.1,80,tcp,FIN,0.003928,1044,824,31,29,2,2,http,1861507.125,1511201.625,8,10,255,255,1110739248,3261366653,131,82,1,83,32.917316,0.6657,1424261741,1424261741,0.513143,0.376556,0.000664,0.000536,0.000128,0,0,1,, ,1,1,9,11,1,1,7,,0
59.166.0.0,44166,149.171.126.3,111,udp,CON,0.004404,568,304,31,29,0,0,-,773841.9375,414168.9375,4,4,0,0,0,0,142,76,0,0,1.649682,1.376737,1424261741,1424261741,1.172,0.979,0,0,0,0,0,,, ,9,7,5,11,1,1,3,,0
59.166.0.7,64222,149.171.126.5,53740,tcp,FIN,0.00396,8928,320,31,29,4,1,ftp-data,16749495,539393.9375,14,6,255,255,1230750122,3386468588,638,53,0,0,16.230616,1.063668,1424261741,1424261741,0.304615,0.6724,0.000588,0.000479,0.000109,0,0,,, ,3,3,5,7,1,1,5,,0
59.166.0.0,46414,149.171.126.0,53,udp,CON,0.00111,132,164,31,29,0,0,dns,475675.6875,590991,2,2,0,0,0,0,66,82,0,0,0,0,1424261741,1424261741,0.008,0.007,0,0,0,0,0,,, ,2,1,1,11,1,1,1,,0
59.166.0.0,8272,149.171.126.1,6881,tcp,FIN,0.017928,1540,1644,31,29,4,4,-,644355.1875,692994.1875,16,18,255,255,1110743792,3265370073,96,91,0,0,71.795471,2.005348,1424261741,1424261741,1.174933,1.028,0.000562,0.000449,0.000113,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.4,8888,149.171.126.2,22,tcp,FIN,0.027842,5928,8010,31,29,14,17,ssh,1676029,2261906.5,62,58,255,255,1350735327,1351044379,96,138,0,0,73.506091,0,1424261741,1424261741,0.471898,0.501315,0.000793,0.000647,0.000146,0,0,,, ,2,1,2,1,1,1,2,,0
59.166.0.0,5043,149.171.126.1,6881,tcp,FIN,0.013313,1540,1644,31,29,4,4,-,867723.25,933223.1875,16,18,255,255,3256126985,1116776871,96,91,0,0,59.845279,1.367272,1424261741,1424261741,0.864933,0.756412,0.000576,0.00045,0.000126,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.7,3564,149.171.126.6,31531,tcp,FIN,0.021856,3614,44706,31,29,7,24,-,1300878.5,16099926,60,62,255,255,3320316500,3320618442,60,721,0,0,20.321911,20.117619,1424261741,1424261741,0.371534,0.348344,0.000745,0.000598,0.000147,0,0,,, ,2,3,1,7,1,1,2,,0
59.166.0.0,38589,149.171.126.3,39428,tcp,FIN,0.004905,4328,2456,31,29,7,7,-,6667482.5,3783894,18,18,255,255,1290741082,1293729016,240,136,0,0,13.675184,0.341191,1424261741,1424261741,0.270471,0.260353,0.000622,0.000476,0.000146,0,0,,, ,9,7,5,11,1,1,3,,0
59.166.0.6,54246,149.171.126.2,5190,tcp,FIN,0.015933,1470,1728,31,29,5,4,-,704952,805874.625,22,14,255,255,3196122012,3196390530,67,123,0,0,80.371217,3.279415,1424261741,1424261741,0.758714,1.172154,0.000696,0.000575,0.000121,0,0,,, ,7,2,2,3,1,1,1,,0
59.166.0.8,34589,149.171.126.1,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0,0,1424261741,1424261741,0.009,0.004,0,0,0,0,0,,, ,2,3,9,2,2,2,2,,0
59.166.0.0,45388,149.171.126.1,6881,tcp,FIN,0.01789,1540,1644,31,29,4,4,-,645723.8125,694466.125,16,18,255,255,3256129493,3260674944,96,91,0,0,70.989609,2.063566,1424261741,1424261741,1.172533,1.026235,0.000552,0.000441,0.000111,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.6,34123,149.171.126.3,38423,udp,CON,0.016442,544,304,31,29,0,0,-,198515.9844,110935.4063,4,4,0,0,0,0,136,76,0,0,0.630504,7.228045,1424261741,1424261741,0.450333,5.118,0,0,0,0,0,,, ,7,7,5,3,1,1,3,,0
59.166.0.6,40954,149.171.126.3,111,udp,CON,0.045173,568,304,31,29,0,0,-,75443.29688,40378.10156,4,4,0,0,0,0,142,76,0,0,14.1254,20.583879,1424261741,1424261741,9.996667,14.562,0,0,0,0,0,,, ,7,7,5,3,1,1,3,,0
59.166.0.7,11972,149.171.126.5,53,udp,CON,0.001082,130,162,31,29,0,0,dns,480591.5,598890.9375,2,2,0,0,0,0,65,81,0,0,0,0,1424261741,1424261741,0.009,0.007,0,0,0,0,0,,, ,2,1,5,7,1,1,5,,0
59.166.0.7,16317,149.171.126.5,56959,tcp,FIN,0.002836,320,1854,31,29,1,2,ftp-data,753173.5,4578279.5,6,8,255,255,1230748258,3384120838,53,232,0,0,28.103604,0.543341,1424261741,1424261741,0.5062,0.333857,0.000638,0.000497,0.000141,0,0,,, ,3,3,5,7,1,1,5,,0
59.166.0.7,34711,149.171.126.5,21,tcp,FIN,0.021398,2934,3742,31,29,11,15,ftp,1075988.375,1373212.375,52,54,255,255,3380327782,1231820956,56,69,0,0,28.679298,0.685707,1424261741,1424261741,0.42164,0.400481,0.000707,0.000569,0.000138,0,0,,1,1,2,1,5,7,1,1,5,,0
59.166.0.0,39623,149.171.126.3,49035,udp,CON,0.001678,544,304,31,29,0,0,-,1945172.875,1087008.375,4,4,0,0,0,0,136,76,0,0,0.613769,0.26753,1424261741,1424261741,0.438,0.193667,0,0,0,0,0,,, ,9,7,5,11,1,1,3,,0
59.166.0.0,6686,149.171.126.1,6881,tcp,FIN,0.01788,1540,1644,31,29,4,4,-,646085,694854.5625,16,18,255,255,1110742200,1114748910,96,91,0,0,70.80185,2.141983,1424261741,1424261741,1.171067,1.024177,0.000588,0.000466,0.000122,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.0,9108,149.171.126.1,6881,tcp,FIN,0.017991,1540,1644,31,29,4,4,-,642098.8125,690567.5,16,18,255,255,1110744566,3265859800,96,91,0,0,72.787509,1.996837,1424261741,1424261741,1.179,1.096375,0.000558,0.000446,0.000112,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.7,5186,149.171.126.7,49301,tcp,FIN,0.015715,2854,29196,31,29,7,17,-,1421317.25,14553230,46,48,255,255,3320319486,3333761841,62,608,0,0,20.008496,18.053623,1424261741,1424261741,0.348795,0.322894,0.000698,0.000536,0.000162,0,0,,, ,2,2,1,7,1,1,1,,0
59.166.0.0,5871,149.171.126.1,6881,tcp,FIN,0.069463,3964,117444,31,29,8,45,-,448929.6563,13400746,60,108,255,255,1110741373,3259583044,66,1087,0,0,64.879685,41.633277,1424261741,1424261741,1.172051,0.644505,0.000622,0.000499,0.000123,0,0,,, ,9,9,9,11,6,1,7,,0
59.166.0.7,36670,149.171.126.5,16398,tcp,FIN,0.004166,424,8824,31,29,1,4,ftp-data,712434,15533365,8,12,255,255,1230749199,3387267674,53,735,0,0,29.832612,21.252337,1424261741,1424261741,0.542286,0.336909,0.000592,0.000458,0.000134,0,0,,, ,3,3,5,7,1,1,5,,0
59.166.0.8,34589,149.171.126.1,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0,0,1424261741,1424261741,0.009,0.004,0,0,0,0,0,,, ,2,3,9,2,2,2,2,,0
175.45.176.2,6031,149.171.126.10,49867,tcp,FIN,1.046609,364,854,62,252,1,2,ftp-data,2438.35083,5717.512207,8,8,255,255,2231267325,2946650129,46,107,0,0,8472.891611,207.167172,1424261740,1424261741,149.506567,131.478281,0.21275,0.126252,0.086498,0,1,,, ,1,1,3,2,1,1,2,Exploits,1
175.45.176.2,12182,149.171.126.10,21,tcp,FIN,3.050155,1228,1626,62,252,7,9,ftp,3087.056396,4073.23584,24,22,255,255,3357128341,31588920,51,74,0,0,6830.395282,213.649828,1424261738,1424261741,132.615428,143.117,0.142175,0.043768,0.098407,0,1,,1,1,1,1,3,2,1,1,2,Exploits,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.1,40641,149.171.126.10,80,tcp,FIN,0.538153,1470,268,62,252,2,1,http,19667.26953,3329.908203,10,6,255,255,579915105,2003527244,147,45,1,0,2593.134695,112.29907,1424261741,1424261742,52.557,87.344,0.152482,0.101424,0.051058,0,1,1,, ,1,3,17,1,1,1,1,DoS,1
59.166.0.6,15712,149.171.126.3,33935,tcp,FIN,0.395577,4848,3080,31,29,7,7,-,94545.42969,60225.94531,28,30,255,255,1470740449,1498228206,173,103,0,0,817.071453,20.77493,1424261741,1424261742,14.638593,13.621173,0.000688,0.00056,0.000128,0,0,,, ,7,7,2,1,1,1,3,,0
59.166.0.4,26404,149.171.126.7,53,udp,CON,0.001095,146,178,31,29,0,0,dns,533333.375,650228.3125,2,2,0,0,0,0,73,89,0,0,0,0,1424261742,1424261742,0.009,0.007,0,0,0,0,0,,, ,2,2,2,3,1,1,1,,0
59.166.0.4,28359,149.171.126.2,25,tcp,FIN,0.021279,37250,3276,31,29,18,8,smtp,13735232,1201184.25,52,40,255,255,4036126882,1891775475,716,82,0,0,22.867049,1.077503,1424261742,1424261742,0.410451,0.531923,0.000659,0.000531,0.000128,0,0,,, ,1,1,2,3,1,1,2,,0
59.166.0.8,36390,149.171.126.5,80,tcp,FIN,1.004683,1580,10168,31,29,3,5,http,11537.96777,76473.875,12,18,255,255,1530739597,3681290960,132,565,1,3924,9529.622805,7674.152758,1424261741,1424261742,91.30273,59.06812,0.000643,0.000522,0.000121,0,0,1,, ,1,1,1,1,1,1,2,,0
59.166.0.9,51959,149.171.126.1,16398,tcp,FIN,0.289357,424,8824,31,29,1,4,ftp-data,10257.22559,223640.6875,8,12,255,255,4100321767,2059376798,53,735,0,0,2608.220192,2074.70794,1424261742,1424261742,41.291573,26.255636,0.000683,0.00054,0.000143,0,0,,, ,2,2,4,4,1,1,5,,0
59.166.0.2,52117,149.171.126.2,28469,tcp,FIN,0.014675,2854,29196,31,29,7,17,-,1522044.375,15584600,46,48,255,255,4160319743,2024310234,62,608,0,0,18.243085,17.331516,1424261742,1424261742,0.319444,0.301468,0.00062,0.000503,0.000117,0,0,,, ,2,2,2,2,1,1,1,,0
59.166.0.4,15479,149.171.126.4,22,tcp,FIN,0.65578,5928,8010,31,29,14,17,ssh,71158.00781,96032.20313,62,58,255,255,1590735249,1591035088,96,138,0,0,704.137766,729.982259,1424261741,1424261742,10.750492,11.491755,0.000768,0.000628,0.00014,0,0,,, ,2,1,3,3,1,1,2,,0
59.166.0.7,38261,149.171.126.0,22,tcp,FIN,0.604806,5928,8010,31,29,14,17,ssh,77155.32031,104125.9531,62,58,255,255,3560315860,1411047284,96,138,0,0,648.289887,675.488264,1424261741,1424261742,9.914853,10.596737,0.000796,0.000651,0.000145,0,0,,, ,1,1,2,2,1,1,1,,0
59.166.0.3,59816,149.171.126.9,25,tcp,FIN,0.020303,37250,3276,31,29,18,8,smtp,14395508,1258927.25,52,40,255,255,1710739338,1711725347,716,82,0,0,22.077511,0.981803,1424261742,1424261742,0.407429,0.506333,0.000676,0.000552,0.000124,0,0,,, ,1,1,1,5,1,1,1,,0
59.166.0.9,57235,149.171.126.1,56959,tcp,FIN,0.046374,320,1854,31,29,1,2,ftp-data,46060.29297,279984.4688,6,8,255,255,1950740070,1966952815,53,232,0,0,641.336459,15.714896,1424261742,1424261742,9.207,6.548857,0.000669,0.000527,0.000142,0,0,,, ,2,2,4,4,1,1,5,,0
59.166.0.9,27777,149.171.126.1,5190,tcp,FIN,0.517356,3210,27552,31,29,9,14,-,48461.79688,416796.1875,42,46,255,255,3980318436,1831035118,76,599,0,0,1520.784012,0,1424261742,1424261742,12.92535,11.482933,0.000777,0.000615,0.000162,0,0,,, ,1,9,4,4,1,1,5,,0
59.166.0.1,51185,149.171.126.6,53,udp,CON,0.00104,130,162,31,29,0,0,dns,500000,623076.9375,2,2,0,0,0,0,65,81,0,0,0,0,1424261742,1424261742,0.012,0.007,0,0,0,0,0,,, ,1,2,2,1,1,1,1,,0
59.166.0.3,61554,149.171.126.0,59436,tcp,FIN,0.095698,4238,61238,31,29,7,30,-,349432.5938,5050137,72,74,255,255,3920320037,1784795521,59,828,0,0,0,77.441656,1424261742,1424261742,1.381565,1.303466,0.000682,0.000542,0.00014,0,0,,, ,3,2,2,5,1,1,1,,0
59.166.0.7,50435,149.171.126.6,53,udp,CON,0.001,130,162,31,29,0,0,dns,519999.9688,648000,2,2,0,0,0,0,65,81,0,0,0,0,1424261742,1424261742,0.008,0.007,0,0,0,0,0,,, ,2,2,2,2,1,1,2,,0
59.166.0.9,54682,149.171.126.1,53,udp,CON,0.00107,130,162,31,29,0,0,dns,485981.3125,605607.5,2,2,0,0,0,0,65,81,0,0,0,0,1424261742,1424261742,0.008,0.006,0,0,0,0,0,,, ,1,3,4,4,1,1,5,,0
59.166.0.0,1492,149.171.126.4,53,udp,CON,0.001159,130,162,31,29,0,0,dns,448662.6563,559102.6875,2,2,0,0,0,0,65,81,0,0,0,0,1424261742,1424261742,0.008,0.007,0,0,0,0,0,,, ,2,1,3,1,1,1,1,,0
59.166.0.3,17636,149.171.126.4,5190,tcp,FIN,0.004438,1470,1728,31,29,5,4,-,2530870,2893195.25,22,14,255,255,3796121763,1651030241,67,123,0,0,12.915755,0.373947,1424261742,1424261742,0.211333,0.283462,0.000775,0.000629,0.000146,0,0,,, ,3,2,3,5,1,1,1,,0
59.166.0.3,59856,149.171.126.8,15529,tcp,FIN,0.022593,3614,47158,31,29,7,24,-,1258442.875,16429159,60,62,255,255,1770735803,1771217101,60,761,0,0,20.568429,21.040891,1424261742,1424261742,0.377712,0.364933,0.000831,0.000693,0.000138,0,0,,, ,3,1,1,5,1,1,1,,0
59.166.0.2,56533,149.171.126.3,59268,tcp,FIN,0.022067,3614,44706,31,29,7,24,-,1288439.75,15945983,60,62,255,255,2010735528,2011043009,60,721,0,0,19.954794,19.175464,1424261742,1424261742,0.384946,0.351246,0.000814,0.000633,0.000181,0,0,,, ,2,7,2,2,1,1,1,,0
59.166.0.3,1723,149.171.126.7,53,udp,CON,0.001045,146,178,31,29,0,0,dns,558851.625,681339.6875,2,2,0,0,0,0,73,89,0,0,0,0,1424261742,1424261742,0.009,0.007,0,0,0,0,0,,, ,1,2,2,5,1,1,1,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,47439,149.171.126.10,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261742,1424261742,0.008,0,0,0,0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261743,1424261743,0.003,0,0,0,0,0,2,,, ,17,17,18,17,17,17,17,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,0.000003,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261743,1424261743,0.003,0,0,0,0,0,2,,, ,17,17,18,17,17,17,17,Generic,1
